CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,REGS_CON_MISMO_CODIGO,TELEFONO_ORIG,TELEFONO_DIG,TELEFONO_8DIG,TELEFONOS_VALIDOS
16-01-8335-46,16-031,Alta Verapaz,Coban,Colegio De Informatica Ceninfav,12 Av. 2-12 Zona 1,79545566,Patricio Najarro Asencio,Maria Magdalena Bol Cu,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,79545566,79545566,79545566,79545566
16-01-9067-46,16-005,Alta Verapaz,Coban,Escuela Normal De Educacion Fisica,Calzada Rabin Ajau Zona 11,79523686,Nora Liliana Figueroa Hernández,Berta Maria Mendez Rodriguez,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,1,79523686,79523686,79523686,79523686
16-01-9095-46,16-031,Alta Verapaz,Coban,Colegio Privado Mixto Tecnologico En Informatica,2A. Calle 12-23 Zona 4,79511459,Patricio Najarro Asencio,Daniel Bernardo Ramirez González,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,79511459,79511459,79511459,79511459
16-01-9102-46,16-031,Alta Verapaz,Coban,Colegio Mixto Evangelico Nazareno,6A. Calle 8-10 Zona 10 Cerrito El Caracol Cobán,79511866,Patricio Najarro Asencio,Ana Maria Yat Coy,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,79511866,79511866,79511866,79511866
16-01-9544-46,16-031,Alta Verapaz,Coban,Colegio Bilingue De Infantes,3A. Calle 7-07 Zona 3,33836377,Patricio Najarro Asencio,Nancy Johana Hengstenberg Delgado,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,33836377,33836377,33836377,33836377
16-01-9851-46,16-031,Alta Verapaz,Coban,Colegio De Informatica Ceninfav,12Av. 2-12 Zona 1,79521765,Patricio Najarro Asencio,Héctor Vidal Bol Cú,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,1,79521765,79521765,79521765,79521765
16-01-9897-46,16-031,Alta Verapaz,Coban,Colegio Particular Mixto Verapaz,Km.209.5 Entrada A Coban,77367402,Patricio Najarro Asencio,Jorge Edy Gutierrez Ponce,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,77367402,77367402,77367402,77367402
16-01-9958-46,16-031,Alta Verapaz,Coban,Liceo Dr. Ricardo Bressani,1A. Avenida 5-52 Zona 2,79521920,Patricio Najarro Asencio,Belsy Claribel Santisteban Archila,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,1,79521920,79521920,79521920,79521920
16-02-0013-46,16-006,Alta Verapaz,Santa Cruz Verapaz,Instituto Nacional De Educacion Diversificada,Barrio Santa Elena,57767683,Jorge Eduardo Paque Lázaro,Erik Roberto Cú Pop,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,57767683,57767683,57767683,57767683
16-02-0020-46,16-006,Alta Verapaz,Santa Cruz Verapaz,Liceo Santa Cruz,"Calle 3 De Mayo 2-67 Zona 2, Barrio Santo Tomas",50161328,Jorge Eduardo Paque Lázaro,Augusto Alexander Rax Rodríguez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,50161328,50161328,50161328,50161328
16-02-0055-46,16-006,Alta Verapaz,Santa Cruz Verapaz,Liceo Santa Cruz,"Calle 3 De Mayo 2-67, Barrio Santo Tomas",42035694,Jorge Eduardo Paque Lázaro,Augusto Alexander Rax Rodríguez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,1,42035694,42035694,42035694,42035694
16-03-0036-46,16-053,Alta Verapaz,San Cristobal Verapaz,Instituto Nacional De Educacion Diversificada,Barrio Chiyuc,,Leonardo Oxom Chen,Edy Rolando Jom Coy,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,,,,
16-03-0047-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo San Cristobal,"5A. Calle 4-18 Zona 1, Barrio Santa Ana, San Cristóbal Verapaz",79504134,Emiilio Rubén Caál Gualib,Otto Erik Morán Chiquín,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,1,79504134,79504134,79504134,79504134
16-03-0056-46,16-008,Alta Verapaz,San Cristobal Verapaz,Instituto Tecnologico Vocacional Marco Tulio De La Cruz Morales,"2A. Calle Zona 4, Barrio San Felipe",79504929,Emiilio Rubén Caál Gualib,Rigoberto Higinio Suram Jom,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,79504929,79504929,79504929,79504929
16-03-0077-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto Ciencias Tecnológicas,3A. Calle 0-43 Zona 3 Barrio San Sebastian,32386711,Emiilio Rubén Caál Gualib,Massena Oswaldo Sagastume Portocarrero,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,32386711,32386711,32386711,32386711
16-03-0087-46,16-008,Alta Verapaz,San Cristobal Verapaz,Instituto Nacional De Educacion Diversificada Con Orientacion En Artes Y Oficios,Caserío Pantocan,55288589,Emiilio Rubén Caál Gualib,Joel David Lem Surám,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,55288589,55288589,55288589,55288589
16-03-0092-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo De Ciencias Aplicadas Dr. Carlos Aldana Mendoza,"4ª. Avenida, Entre O Y 1 Calle Zona 4, Barrio San Felipe",31479184,Emiilio Rubén Caál Gualib,Juan Gabriel Cal Surám,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,31479184,31479184,31479184,31479184
16-03-0093-46,16-008,Alta Verapaz,San Cristobal Verapaz,"Instituto Tecnologico Vocacional ""Marco Tulio De La Cruz Morales""","2A. Calle 4-45 Zona 4, Barrio San Felipe",79504929,Emiilio Rubén Caál Gualib,Rigoberto Higinio Suram Jom,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,1,79504929,79504929,79504929,79504929
16-03-0095-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto La Pupila Del Cielo,"4A. Calle A 2-17, Enclavado Zona 2, Colonia Paná",33801345,Emiilio Rubén Caál Gualib,Mario Rene Cal Sun,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,33801345,33801345,33801345,33801345
16-03-0097-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto Ciencias Tecnológicas,3A. Calle 0-43 Zona 3 Barrio San Sebastian,77923223,Emiilio Rubén Caál Gualib,Massena Oswaldo Sagastume Portocarrero,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,1,77923223,77923223,77923223,77923223
16-03-0104-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo De Ciencias Aplicadas Dr. Carlos Aldana Mendoza,"4ª. Avenida, Entre O Y 1 Calle Zona 4, Barrio San Felipe",79504090,Emiilio Rubén Caál Gualib,Delmy Damariz Choc López,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,1,79504090,79504090,79504090,79504090
16-03-0105-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo De Ciencias Aplicadas Dr. Carlos Aldana Mendoza,"4ª. Avenida, Entre O Y 1 Calle Zona 4, Barrio San Felipe",31479184,Emiilio Rubén Caál Gualib,Juan Gabriel Cal Surám,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,1,31479184,31479184,31479184,31479184
16-03-0106-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo De Ciencias Aplicadas Dr. Carlos Aldana Mendoza,"4ª. Avenida, Entre O Y 1 Calle Zona 4, Barrio San Felipe",79504090,Emiilio Rubén Caál Gualib,Juan Gabriel Cal Surám,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,1,79504090,79504090,79504090,79504090
16-03-0110-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo Galileo Galilei,"2A. Calle, 2A. Avenida Zona 3, Barrio San Sebastian",79504337,Emiilio Rubén Caál Gualib,Maria Angelica Gomez Chavez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,1,79504337,79504337,79504337,79504337
16-03-0139-46,16-008,Alta Verapaz,San Cristobal Verapaz,"Instituto Tecnológico Vocacional ""Marco Tulio De La Cruz Morales""","2A. Calle 4-45 Zona 4, Barrio San Felipe",79504929,Emiilio Rubén Caál Gualib,Rigoberto Higinio Suram Jom,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,1,79504929,79504929,79504929,79504929
16-03-0158-46,16-050,Alta Verapaz,San Cristobal Verapaz,Centro De Educación Extraescolar -Ceex-,Colonia Pantocán,46280307,Maximiliano Chub Ical,Sara Floridalma Cú Tiul,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ,1,46280307,46280307,46280307,46280307
16-03-0243-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto Ciencias Tecnologicas,"3A. Calle 0-43 Zona 3, Barrio San Sebastian",41705134,Emiilio Rubén Caál Gualib,Massena Oswaldo Sagastume Portocarrero,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,1,41705134,41705134,41705134,41705134
16-03-0245-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo De Ciencias Aplicadas Dr. Carlos Aldana Mendoza,"4A. Avenida, Entre 0 Y 1 Calle Zona 4, Barrio San Felipe",31479184,Emiilio Rubén Caál Gualib,Juan Gabriel Cal Surám,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,1,31479184,31479184,31479184,31479184
16-03-0247-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo Galileo Galilei,"2A. Calle 2A. Avenida Zona 3, Barrio San Sebastian",45160622,Emiilio Rubén Caál Gualib,Maria Angelica Gomez Chavez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,1,45160622,45160622,45160622,45160622
16-03-0259-46,16-008,Alta Verapaz,San Cristobal Verapaz,Instituto Tecnológico Vocacional Marco Tulio De La Cruz Morales,"2A. Calle 4-45 Zona 4, Barrio San Felipe",79504929,Emiilio Rubén Caál Gualib,Rigoberto Higinio Suram Jom,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,79504929,79504929,79504929,79504929
16-03-0262-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto La Pupila Del Cielo,"4A. Calle A 2-17, Enclavado Zona 2, Colonia Paná",33801345,Emiilio Rubén Caál Gualib,Mario Rene Cal Sun,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,1,33801345,33801345,33801345,33801345
16-03-0263-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto La Pupila Del Cielo,"4A. Calle A 2-17, Enclavado Zona 2, Colonia Paná",33801345,Emiilio Rubén Caál Gualib,Mario Rene Cal Sun,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,1,33801345,33801345,33801345,33801345
16-03-0265-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo San Cristóbal,"5A. Calle 4-18 Zona 1, Barrio Santa Ana",57332422,Emiilio Rubén Caál Gualib,Otto Erik Morán Chiquín,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,1,57332422,57332422,57332422,57332422
16-03-0266-46,16-050,Alta Verapaz,San Cristobal Verapaz,Centro De Educación Extraescolar -Ceex-,Caserío Chilley,45552665,Maximiliano Chub Ical,Henry Manuel Hidalgo Sacbá,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,1,45552665,45552665,45552665,45552665
16-03-0270-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio De Formación Técnico-Profesional Nexus,"0 Avenida 1-71 Zona 5, San Cristobal Verapaz",35883366,Emiilio Rubén Caál Gualib,María José Bejarano Yaggi,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,35883366,35883366,35883366,35883366
16-03-0271-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio De Formación Técnico-Profesional Nexus,"0 Avenida 1-71 Zona 5, San Cristobal Verapaz",35883366,Emiilio Rubén Caál Gualib,María José Bejarano Yaggi,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,35883366,35883366,35883366,35883366
16-03-0272-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio De Formación Técnico-Profesional Nexus,"0 Avenida 1-71 Zona 5, San Cristobal Verapaz",35883366,Emiilio Rubén Caál Gualib,María José Bejarano Yaggi,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,35883366,35883366,35883366,35883366
16-03-0275-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio De Formación Técnico-Profesional Nexus,"0 Avenida 1-71 Zona 5, San Cristobal Verapaz",35883366,Emiilio Rubén Caál Gualib,María José Bejarano Yaggi,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,1,35883366,35883366,35883366,35883366
16-03-1388-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio 'Meson',8A. Avenida 6-00 Zona 1,79504027-79504028,Emiilio Rubén Caál Gualib,Luis Emilio Solares Marroquin,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,79504027-79504028,7950402779504028,79504027,79504027 | 79504028
16-03-1429-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo Galileo Galilei,"2A. Calle, 2A. Avenida Zona 3, Barrio San Sebastian",79504337,Emiilio Rubén Caál Gualib,Maria Angelica Gomez Chavez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,79504337,79504337,79504337,79504337
16-03-1520-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo Galileo Galilei,"2A. Calle, 2A. Avenida Zona 3, Barrio San Sebastian",45160662,Emiilio Rubén Caál Gualib,Maria Angelica Gomez Chavez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,1,45160662,45160662,45160662,45160662
16-03-9884-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo San Cristobal,"5A. Calle 4-18 Zona 1, Barrio Santa Ana",79504134,Emiilio Rubén Caál Gualib,Cristóbal Morán Mo,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,79504134,79504134,79504134,79504134
16-03-9885-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo San Cristobal,"5A. Calle 4-18 Zona 1, Barrio Santa Ana",79504134,Emiilio Rubén Caál Gualib,Cristóbal Morán Mo,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,79504134,79504134,79504134,79504134
16-04-0046-46,16-009,Alta Verapaz,Tactic,Colegio Particular Mixto Blaise Pascal,"4A. Calle 09-103, Zona 1",79539955,Ruben Dario Caal Cú,Rolando Macz Bac,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,1,79539955,79539955,79539955,79539955
16-04-0050-46,16-009,Alta Verapaz,Tactic,Instituto Akaltic,"0 Calle B Oc-150, Zona 4",79539043,Ruben Dario Caal Cú,Ana Eliza Peláez Ponce,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,79539043,79539043,79539043,79539043
16-04-0062-46,16-009,Alta Verapaz,Tactic,Instituto Nacional De Educacion Diversificada,Canton Chijacorral,47218807,Ruben Dario Caal Cú,Dorcas Sofia Alvarez Marin,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,47218807,47218807,47218807,47218807
16-04-0064-46,16-009,Alta Verapaz,Tactic,Colegio Nuestra Señora De La Asunción,"0 Calle ""C"" 4-29 Zona 4, Barrio Chamché",79529368,Ruben Dario Caal Cú,María Angélica Castillo Martinez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,79529368,79529368,79529368,79529368
16-04-0068-46,16-009,Alta Verapaz,Tactic,Colegio Cristiano Particular Mixto Vida,"1A. Avenida 6-73 Zona 7, Cantón Chijacorral",79529275,Ruben Dario Caal Cú,Evelin Marisol Donis Bin,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,1,79529275,79529275,79529275,79529275
16-04-0072-46,16-009,Alta Verapaz,Tactic,Colegio Privado Mixto La Enseñanza,"12 Av. A 4-30, Zona 3, Barrio Asuncion",79539069,Ruben Dario Caal Cú,Claudia Siomara Flores López,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,1,79539069,79539069,79539069,79539069
16-04-0120-46,16-009,Alta Verapaz,Tactic,Colegio Particular Mixto Blaise Pascal,"4A. Calle 09-103, Zona 1",59984909,Ruben Dario Caal Cú,Rolando Macz Bac,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,1,59984909,59984909,59984909,59984909
16-04-0122-46,16-009,Alta Verapaz,Tactic,Colegio Privado Mixto La Enseñanza,"12A. Avenida ""A"" 4-30 Zona 2, Barrio Asuncion",79539069,Ruben Dario Caal Cú,Claudia Siomara Flores López,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,1,79539069,79539069,79539069,79539069
16-04-0124-46,16-009,Alta Verapaz,Tactic,Instituto Akaltic,"0 Calle B Oc-150, Zona 4",58536938,Ruben Dario Caal Cú,Ana Eliza Peláez Ponce,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,1,58536938,58536938,58536938,58536938
16-04-0128-46,16-009,Alta Verapaz,Tactic,Colegio Particular Mixto Blaise Pascal,"4A. Calle 09-103, Zona 1",77565109,Ruben Dario Caal Cú,Rolando Macz Bac,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,77565109,77565109,77565109,77565109
16-04-1235-46,16-009,Alta Verapaz,Tactic,Colegio Particular Mixto Blaise Pascal,"4A. Calle 09-103, Zona 1",79539955,Ruben Dario Caal Cú,Rolando Macz Bac,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,79539955,79539955,79539955,79539955
16-04-2308-46,16-009,Alta Verapaz,Tactic,Instituto Akaltic,"O Calle B Oc-150, Zona 4.",79539043,Ruben Dario Caal Cú,Ana Eliza Peláez Ponce,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,79539043,79539043,79539043,79539043
16-04-8321-46,16-009,Alta Verapaz,Tactic,Instituto Akaltic,0 Calle B Oc 150 Zona 4 De La Villa De Tactic,79539043,Ruben Dario Caal Cú,Ana Eliza Peláez Ponce,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,1,79539043,79539043,79539043,79539043
16-04-8322-46,16-009,Alta Verapaz,Tactic,Colegio Privado Mixto La Enseñanza,12 Av. 4-30 Zona 3,79539069,Ruben Dario Caal Cú,Mayra Magdalena Yat Chon,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,79539069,79539069,79539069,79539069
16-04-9906-46,16-009,Alta Verapaz,Tactic,Colegio Privado Mixto La Enseñanza,12 Av. A 4-30 Zona 3,79539069,Ruben Dario Caal Cú,Mayra Magdalena Yat Chon,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,1,79539069,79539069,79539069,79539069
16-05-0017-46,16-010,Alta Verapaz,Tamahu,Instituto Nacional De Educacion Diversificada,Tamahu,58034583,Olga Marina Buc,Carmelina Icó Morán,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,58034583,58034583,58034583,58034583
16-05-0057-46,16-010,Alta Verapaz,Tamahu,Centro De Educación Extraescolar -Ceex-,"Barrio El Centro, Tamahu",46262436,Olga Marina Buc,Lesbia Patricia Silvestre López,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ,1,46262436,46262436,46262436,46262436
16-05-9091-46,16-010,Alta Verapaz,Tamahu,Instituto Mixto Municipal De Magisterio Bilingue,Barrio Centro,36094074,Olga Marina Buc,Nancy Nohemi Velásquez Morales,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,36094074,36094074,36094074,36094074
16-06-0090-46,16-011,Alta Verapaz,San Miguel Tucuru,Instituto Nacional De Educación Diversificada,Barrio El Centro,40232213,Ingrid Amanda Camó Tobar De Castro,Oscar Román Xoc Có,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,40232213,40232213,40232213,40232213
16-06-0103-46,16-046,Alta Verapaz,San Miguel Tucuru,"Centro De Formación Académica, Tecnológica Y Ocupacional ""Jack & Marie Eiting""",Lote No. 42 Caserío Nueva Esperanza,30647842,Enrique Horacio Molina Muñoz,Zaida Elisa Bol Macz,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,30647842,30647842,30647842,30647842
16-06-0143-46,16-050,Alta Verapaz,San Miguel Tucuru,Centro De Educación Extraescolar -Ceex-,Caserío Nueva Esperanza,50437041,Maximiliano Chub Ical,Miriam Patricia Max Toc,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,1,50437041,50437041,50437041,50437041
16-06-2398-46,16-011,Alta Verapaz,San Miguel Tucuru,Instituto Privado Mixto De Magisterio Bilingue Tukur,Canton La Playa,,Ingrid Amanda Camó Tobar De Castro,Miguel Fernando Tut Lemus,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,,,,
16-07-0117-46,16-012,Alta Verapaz,Panzos,Instituto Nacional De Educacion Diversificada,Barrio San Juan,57036563,Maria Elena Palma Molina,Hector Maquim Caal,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,57036563,57036563,57036563,57036563
16-07-0181-46,16-036,Alta Verapaz,Panzos,Colegio Mixto Mesoamericano,"Barrio El Centro, Aldea Telemán",48067726,Jose Luis Xi Cucul,Aristides Efren López Gómez,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,48067726,48067726,48067726,48067726
16-07-0194-46,16-012,Alta Verapaz,Panzos,Colegio Privado Mixto Juan Amos Comenio,Barrio San Sebastian,40856113,Maria Elena Palma Molina,Marcelino Caz Mucú,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,40856113,40856113,40856113,40856113
16-07-0195-46,16-012,Alta Verapaz,Panzos,Colegio Privado Mixto Juan Amos Comenio,Barrio San Sebastian,40856113,Maria Elena Palma Molina,Marcelino Caz Mucú,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ,1,40856113,40856113,40856113,40856113
