CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
16-01-8335-46,16-031,Alta Verapaz,Coban,COLEGIO DE INFORMATICA CENINFAV,12 AV. 2-12 ZONA 1,79545566,PATRICIO NAJARRO ASENCIO,MARIA MAGDALENA BOL CU,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-9067-46,16-005,Alta Verapaz,Coban,ESCUELA NORMAL DE EDUCACION FISICA,CALZADA RABIN AJAU ZONA 11,79523686,NORA LILIANA FIGUEROA HERNÁNDEZ,BERTA MARIA MENDEZ RODRIGUEZ,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-01-9095-46,16-031,Alta Verapaz,Coban,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,2A. CALLE 12-23 ZONA 4,79511459,PATRICIO NAJARRO ASENCIO,DANIEL BERNARDO RAMIREZ GONZÁLEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-9102-46,16-031,Alta Verapaz,Coban,COLEGIO MIXTO EVANGELICO NAZARENO,6A. CALLE 8-10 ZONA 10 CERRITO EL CARACOL COBÁN,79511866,PATRICIO NAJARRO ASENCIO,ANA MARIA YAT COY,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-9544-46,16-031,Alta Verapaz,Coban,COLEGIO BILINGUE DE INFANTES,3A. CALLE 7-07 ZONA 3,33836377,PATRICIO NAJARRO ASENCIO,NANCY JOHANA HENGSTENBERG DELGADO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-9851-46,16-031,Alta Verapaz,Coban,COLEGIO DE INFORMATICA CENINFAV,12AV. 2-12 ZONA 1,79521765,PATRICIO NAJARRO ASENCIO,HÉCTOR VIDAL BOL CÚ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-01-9897-46,16-031,Alta Verapaz,Coban,COLEGIO PARTICULAR MIXTO VERAPAZ,KM.209.5 ENTRADA A COBAN,77367402,PATRICIO NAJARRO ASENCIO,JORGE EDY GUTIERREZ PONCE,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-9958-46,16-031,Alta Verapaz,Coban,LICEO DR. RICARDO BRESSANI,1A. AVENIDA 5-52 ZONA 2,79521920,PATRICIO NAJARRO ASENCIO,BELSY CLARIBEL SANTISTEBAN ARCHILA,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-02-0013-46,16-006,Alta Verapaz,Santa Cruz Verapaz,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SANTA ELENA,57767683,JORGE EDUARDO PAQUE LÁZARO,ERIK ROBERTO CÚ POP,DIVERSIFICADO,Oficial,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-02-0020-46,16-006,Alta Verapaz,Santa Cruz Verapaz,LICEO SANTA CRUZ,"CALLE 3 DE MAYO 2-67 ZONA 2, BARRIO SANTO TOMAS",50161328,JORGE EDUARDO PAQUE LÁZARO,AUGUSTO ALEXANDER RAX RODRÍGUEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-02-0055-46,16-006,Alta Verapaz,Santa Cruz Verapaz,LICEO SANTA CRUZ,"CALLE 3 DE MAYO 2-67, BARRIO SANTO TOMAS",42035694,JORGE EDUARDO PAQUE LÁZARO,AUGUSTO ALEXANDER RAX RODRÍGUEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-03-0036-46,16-053,Alta Verapaz,San Cristobal Verapaz,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO CHIYUC,,LEONARDO OXOM CHEN,EDY ROLANDO JOM COY,DIVERSIFICADO,Oficial,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0047-46,16-008,Alta Verapaz,San Cristobal Verapaz,LICEO SAN CRISTOBAL,"5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA, SAN CRISTÓBAL VERAPAZ",79504134,EMIILIO RUBÉN CAÁL GUALIB,OTTO ERIK MORÁN CHIQUÍN,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-0056-46,16-008,Alta Verapaz,San Cristobal Verapaz,INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,"2A. CALLE ZONA 4, BARRIO SAN FELIPE",79504929,EMIILIO RUBÉN CAÁL GUALIB,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0077-46,16-008,Alta Verapaz,San Cristobal Verapaz,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS,3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN,32386711,EMIILIO RUBÉN CAÁL GUALIB,MASSENA OSWALDO SAGASTUME PORTOCARRERO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0087-46,16-008,Alta Verapaz,San Cristobal Verapaz,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CON ORIENTACION EN ARTES Y OFICIOS,CASERÍO PANTOCAN,55288589,EMIILIO RUBÉN CAÁL GUALIB,JOEL DAVID LEM SURÁM,DIVERSIFICADO,Oficial,Rural,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0092-46,16-008,Alta Verapaz,San Cristobal Verapaz,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,"4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",31479184,EMIILIO RUBÉN CAÁL GUALIB,JUAN GABRIEL CAL SURÁM,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0093-46,16-008,Alta Verapaz,San Cristobal Verapaz,"INSTITUTO TECNOLOGICO VOCACIONAL ""MARCO TULIO DE LA CRUZ MORALES""","2A. CALLE 4-45 ZONA 4, BARRIO SAN FELIPE",79504929,EMIILIO RUBÉN CAÁL GUALIB,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-0095-46,16-008,Alta Verapaz,San Cristobal Verapaz,COLEGIO MIXTO LA PUPILA DEL CIELO,"4A. CALLE A 2-17, ENCLAVADO ZONA 2, COLONIA PANÁ",33801345,EMIILIO RUBÉN CAÁL GUALIB,MARIO RENE CAL SUN,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0097-46,16-008,Alta Verapaz,San Cristobal Verapaz,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS,3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN,77923223,EMIILIO RUBÉN CAÁL GUALIB,MASSENA OSWALDO SAGASTUME PORTOCARRERO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-0104-46,16-008,Alta Verapaz,San Cristobal Verapaz,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,"4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",79504090,EMIILIO RUBÉN CAÁL GUALIB,DELMY DAMARIZ CHOC LÓPEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ
16-03-0105-46,16-008,Alta Verapaz,San Cristobal Verapaz,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,"4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",31479184,EMIILIO RUBÉN CAÁL GUALIB,JUAN GABRIEL CAL SURÁM,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-0106-46,16-008,Alta Verapaz,San Cristobal Verapaz,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,"4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",79504090,EMIILIO RUBÉN CAÁL GUALIB,JUAN GABRIEL CAL SURÁM,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0110-46,16-008,Alta Verapaz,San Cristobal Verapaz,LICEO GALILEO GALILEI,"2A. CALLE, 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN",79504337,EMIILIO RUBÉN CAÁL GUALIB,MARIA ANGELICA GOMEZ CHAVEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0139-46,16-008,Alta Verapaz,San Cristobal Verapaz,"INSTITUTO TECNOLÓGICO VOCACIONAL ""MARCO TULIO DE LA CRUZ MORALES""","2A. CALLE 4-45 ZONA 4, BARRIO SAN FELIPE",79504929,EMIILIO RUBÉN CAÁL GUALIB,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-03-0158-46,16-050,Alta Verapaz,San Cristobal Verapaz,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,COLONIA PANTOCÁN,46280307,MAXIMILIANO CHUB ICAL,SARA FLORIDALMA CÚ TIUL,DIVERSIFICADO,Privado,Rural,ABIERTA,BILINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ
16-03-0243-46,16-008,Alta Verapaz,San Cristobal Verapaz,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,"3A. CALLE 0-43 ZONA 3, BARRIO SAN SEBASTIAN",41705134,EMIILIO RUBÉN CAÁL GUALIB,MASSENA OSWALDO SAGASTUME PORTOCARRERO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-03-0245-46,16-008,Alta Verapaz,San Cristobal Verapaz,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,"4A. AVENIDA, ENTRE 0 Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",31479184,EMIILIO RUBÉN CAÁL GUALIB,JUAN GABRIEL CAL SURÁM,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-03-0247-46,16-008,Alta Verapaz,San Cristobal Verapaz,LICEO GALILEO GALILEI,"2A. CALLE 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN",45160622,EMIILIO RUBÉN CAÁL GUALIB,MARIA ANGELICA GOMEZ CHAVEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-03-0259-46,16-008,Alta Verapaz,San Cristobal Verapaz,INSTITUTO TECNOLÓGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,"2A. CALLE 4-45 ZONA 4, BARRIO SAN FELIPE",79504929,EMIILIO RUBÉN CAÁL GUALIB,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0262-46,16-008,Alta Verapaz,San Cristobal Verapaz,COLEGIO MIXTO LA PUPILA DEL CIELO,"4A. CALLE A 2-17, ENCLAVADO ZONA 2, COLONIA PANÁ",33801345,EMIILIO RUBÉN CAÁL GUALIB,MARIO RENE CAL SUN,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-03-0263-46,16-008,Alta Verapaz,San Cristobal Verapaz,COLEGIO MIXTO LA PUPILA DEL CIELO,"4A. CALLE A 2-17, ENCLAVADO ZONA 2, COLONIA PANÁ",33801345,EMIILIO RUBÉN CAÁL GUALIB,MARIO RENE CAL SUN,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-0265-46,16-008,Alta Verapaz,San Cristobal Verapaz,LICEO SAN CRISTÓBAL,"5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA",57332422,EMIILIO RUBÉN CAÁL GUALIB,OTTO ERIK MORÁN CHIQUÍN,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-03-0266-46,16-050,Alta Verapaz,San Cristobal Verapaz,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,CASERÍO CHILLEY,45552665,MAXIMILIANO CHUB ICAL,HENRY MANUEL HIDALGO SACBÁ,DIVERSIFICADO,Oficial,Rural,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0270-46,16-008,Alta Verapaz,San Cristobal Verapaz,COLEGIO DE FORMACIÓN TÉCNICO-PROFESIONAL NEXUS,"0 AVENIDA 1-71 ZONA 5, SAN CRISTOBAL VERAPAZ",35883366,EMIILIO RUBÉN CAÁL GUALIB,MARÍA JOSÉ BEJARANO YAGGI,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0271-46,16-008,Alta Verapaz,San Cristobal Verapaz,COLEGIO DE FORMACIÓN TÉCNICO-PROFESIONAL NEXUS,"0 AVENIDA 1-71 ZONA 5, SAN CRISTOBAL VERAPAZ",35883366,EMIILIO RUBÉN CAÁL GUALIB,MARÍA JOSÉ BEJARANO YAGGI,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0272-46,16-008,Alta Verapaz,San Cristobal Verapaz,COLEGIO DE FORMACIÓN TÉCNICO-PROFESIONAL NEXUS,"0 AVENIDA 1-71 ZONA 5, SAN CRISTOBAL VERAPAZ",35883366,EMIILIO RUBÉN CAÁL GUALIB,MARÍA JOSÉ BEJARANO YAGGI,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0275-46,16-008,Alta Verapaz,San Cristobal Verapaz,COLEGIO DE FORMACIÓN TÉCNICO-PROFESIONAL NEXUS,"0 AVENIDA 1-71 ZONA 5, SAN CRISTOBAL VERAPAZ",35883366,EMIILIO RUBÉN CAÁL GUALIB,MARÍA JOSÉ BEJARANO YAGGI,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-03-1388-46,16-008,Alta Verapaz,San Cristobal Verapaz,COLEGIO 'MESON',8A. AVENIDA 6-00 ZONA 1,7950402779504028,EMIILIO RUBÉN CAÁL GUALIB,LUIS EMILIO SOLARES MARROQUIN,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-1429-46,16-008,Alta Verapaz,San Cristobal Verapaz,LICEO GALILEO GALILEI,"2A. CALLE, 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN",79504337,EMIILIO RUBÉN CAÁL GUALIB,MARIA ANGELICA GOMEZ CHAVEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-1520-46,16-008,Alta Verapaz,San Cristobal Verapaz,LICEO GALILEO GALILEI,"2A. CALLE, 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN",45160662,EMIILIO RUBÉN CAÁL GUALIB,MARIA ANGELICA GOMEZ CHAVEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-9884-46,16-008,Alta Verapaz,San Cristobal Verapaz,LICEO SAN CRISTOBAL,"5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA",79504134,EMIILIO RUBÉN CAÁL GUALIB,CRISTÓBAL MORÁN MO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-9885-46,16-008,Alta Verapaz,San Cristobal Verapaz,LICEO SAN CRISTOBAL,"5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA",79504134,EMIILIO RUBÉN CAÁL GUALIB,CRISTÓBAL MORÁN MO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-04-0046-46,16-009,Alta Verapaz,Tactic,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,"4A. CALLE 09-103, ZONA 1",79539955,RUBEN DARIO CAAL CÚ,ROLANDO MACZ BAC,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-04-0050-46,16-009,Alta Verapaz,Tactic,INSTITUTO AKALTIC,"0 CALLE B OC-150, ZONA 4",79539043,RUBEN DARIO CAAL CÚ,ANA ELIZA PELÁEZ PONCE,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-04-0062-46,16-009,Alta Verapaz,Tactic,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON CHIJACORRAL,47218807,RUBEN DARIO CAAL CÚ,DORCAS SOFIA ALVAREZ MARIN,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-04-0064-46,16-009,Alta Verapaz,Tactic,COLEGIO NUESTRA SEÑORA DE LA ASUNCIÓN,"0 CALLE ""C"" 4-29 ZONA 4, BARRIO CHAMCHÉ",79529368,RUBEN DARIO CAAL CÚ,MARÍA ANGÉLICA CASTILLO MARTINEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-04-0068-46,16-009,Alta Verapaz,Tactic,COLEGIO CRISTIANO PARTICULAR MIXTO VIDA,"1A. AVENIDA 6-73 ZONA 7, CANTÓN CHIJACORRAL",79529275,RUBEN DARIO CAAL CÚ,EVELIN MARISOL DONIS BIN,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-04-0072-46,16-009,Alta Verapaz,Tactic,COLEGIO PRIVADO MIXTO LA ENSEÑANZA,"12 AV. A 4-30, ZONA 3, BARRIO ASUNCION",79539069,RUBEN DARIO CAAL CÚ,CLAUDIA SIOMARA FLORES LÓPEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-04-0120-46,16-009,Alta Verapaz,Tactic,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,"4A. CALLE 09-103, ZONA 1",59984909,RUBEN DARIO CAAL CÚ,ROLANDO MACZ BAC,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-04-0122-46,16-009,Alta Verapaz,Tactic,COLEGIO PRIVADO MIXTO LA ENSEÑANZA,"12A. AVENIDA ""A"" 4-30 ZONA 2, BARRIO ASUNCION",79539069,RUBEN DARIO CAAL CÚ,CLAUDIA SIOMARA FLORES LÓPEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-04-0124-46,16-009,Alta Verapaz,Tactic,INSTITUTO AKALTIC,"0 CALLE B OC-150, ZONA 4",58536938,RUBEN DARIO CAAL CÚ,ANA ELIZA PELÁEZ PONCE,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-04-0128-46,16-009,Alta Verapaz,Tactic,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,"4A. CALLE 09-103, ZONA 1",77565109,RUBEN DARIO CAAL CÚ,ROLANDO MACZ BAC,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-04-1235-46,16-009,Alta Verapaz,Tactic,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,"4A. CALLE 09-103, ZONA 1",79539955,RUBEN DARIO CAAL CÚ,ROLANDO MACZ BAC,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-04-2308-46,16-009,Alta Verapaz,Tactic,INSTITUTO AKALTIC,"O CALLE B OC-150, ZONA 4.",79539043,RUBEN DARIO CAAL CÚ,ANA ELIZA PELÁEZ PONCE,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-04-8321-46,16-009,Alta Verapaz,Tactic,INSTITUTO AKALTIC,0 CALLE B OC 150 ZONA 4 DE LA VILLA DE TACTIC,79539043,RUBEN DARIO CAAL CÚ,ANA ELIZA PELÁEZ PONCE,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-04-8322-46,16-009,Alta Verapaz,Tactic,COLEGIO PRIVADO MIXTO LA ENSEÑANZA,12 AV. 4-30 ZONA 3,79539069,RUBEN DARIO CAAL CÚ,MAYRA MAGDALENA YAT CHON,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-04-9906-46,16-009,Alta Verapaz,Tactic,COLEGIO PRIVADO MIXTO LA ENSEÑANZA,12 AV. A 4-30 ZONA 3,79539069,RUBEN DARIO CAAL CÚ,MAYRA MAGDALENA YAT CHON,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-05-0017-46,16-010,Alta Verapaz,Tamahu,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,TAMAHU,58034583,OLGA MARINA BUC,CARMELINA ICÓ MORÁN,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-05-0057-46,16-010,Alta Verapaz,Tamahu,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,"BARRIO EL CENTRO, TAMAHU",46262436,OLGA MARINA BUC,LESBIA PATRICIA SILVESTRE LÓPEZ,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ
16-05-9091-46,16-010,Alta Verapaz,Tamahu,INSTITUTO MIXTO MUNICIPAL DE MAGISTERIO BILINGUE,BARRIO CENTRO,36094074,OLGA MARINA BUC,NANCY NOHEMI VELÁSQUEZ MORALES,DIVERSIFICADO,Municipal,Urbana,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-06-0090-46,16-011,Alta Verapaz,San Miguel Tucuru,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,BARRIO EL CENTRO,40232213,INGRID AMANDA CAMÓ TOBAR DE CASTRO,OSCAR ROMÁN XOC CÓ,DIVERSIFICADO,Oficial,Urbana,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-06-0103-46,16-046,Alta Verapaz,San Miguel Tucuru,"CENTRO DE FORMACIÓN ACADÉMICA, TECNOLÓGICA Y OCUPACIONAL ""JACK & MARIE EITING""",LOTE NO. 42 CASERÍO NUEVA ESPERANZA,30647842,ENRIQUE HORACIO MOLINA MUÑOZ,ZAIDA ELISA BOL MACZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-06-0143-46,16-050,Alta Verapaz,San Miguel Tucuru,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,CASERÍO NUEVA ESPERANZA,50437041,MAXIMILIANO CHUB ICAL,MIRIAM PATRICIA MAX TOC,DIVERSIFICADO,Oficial,Rural,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-06-2398-46,16-011,Alta Verapaz,San Miguel Tucuru,INSTITUTO PRIVADO MIXTO DE MAGISTERIO BILINGUE TUKUR,CANTON LA PLAYA,,INGRID AMANDA CAMÓ TOBAR DE CASTRO,MIGUEL FERNANDO TUT LEMUS,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-07-0117-46,16-012,Alta Verapaz,Panzos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SAN JUAN,57036563,MARIA ELENA PALMA MOLINA,HECTOR MAQUIM CAAL,DIVERSIFICADO,Oficial,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-07-0181-46,16-036,Alta Verapaz,Panzos,COLEGIO MIXTO MESOAMERICANO,"BARRIO EL CENTRO, ALDEA TELEMÁN",48067726,JOSE LUIS XI CUCUL,ARISTIDES EFREN LÓPEZ GÓMEZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-07-0194-46,16-012,Alta Verapaz,Panzos,COLEGIO PRIVADO MIXTO JUAN AMOS COMENIO,BARRIO SAN SEBASTIAN,40856113,MARIA ELENA PALMA MOLINA,MARCELINO CAZ MUCÚ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
