CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_ORIG,TELEFONO_8DIG,TELEFONO_NORMALIZADO,CLAVE_NORMALIZADA
16-01-0986-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO MIXTO LA EXCELENCIA,"2A. CALLE 8-18 ZONA 4, COBAN",41114848,PATRICIO NAJARRO ASENCIO,ZULY BEATRIZ LÓPEZ WINTER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,41114848,41114848,41114848,"COBAN | COLEGIO MIXTO LA EXCELENCIA | 2A. CALLE 8-18 ZONA 4, COBAN"
16-01-0987-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO MIXTO LA EXCELENCIA,"2A. CALLE 8-18 ZONA 4, COBAN",41114848,PATRICIO NAJARRO ASENCIO,ZULY BEATRIZ LÓPEZ WINTER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,41114848,41114848,41114848,"COBAN | COLEGIO MIXTO LA EXCELENCIA | 2A. CALLE 8-18 ZONA 4, COBAN"
16-01-0990-46,16-031,ALTA VERAPAZ,COBAN,LICEO MIXTO PARTICULAR SAN BENITO,"9A. AVENIDA 4-55, ZONA 4",37058145,PATRICIO NAJARRO ASENCIO,HENRI MARCO ARTOLA TEYUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ALTA VERAPAZ,37058145,37058145,37058145,"COBAN | LICEO MIXTO PARTICULAR SAN BENITO | 9A. AVENIDA 4-55, ZONA 4"
16-01-0991-46,16-031,ALTA VERAPAZ,COBAN,LICEO MIXTO PARTICULAR SAN BENITO,"9A. AVENIDA 4-55, ZONA 4",37058145,PATRICIO NAJARRO ASENCIO,HENRI MARCO ARTOLA TEYUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,37058145,37058145,37058145,"COBAN | LICEO MIXTO PARTICULAR SAN BENITO | 9A. AVENIDA 4-55, ZONA 4"
16-01-0994-46,16-050,ALTA VERAPAZ,COBAN,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,BARRIO CHIVENCORRAL ZONA 12,49972934,MAXIMILIANO CHUB ICAL,HENRRY ALEXANDER DE LOS SANTOS MUTZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,49972934,49972934,49972934,COBAN | CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- | BARRIO CHIVENCORRAL ZONA 12
16-01-0997-46,16-004,ALTA VERAPAZ,COBAN,CENTRO EDUCATIVO BETANIA,SAN BENITO I,42183442,AQUILES GIOVANI BAC GUEVARA,SANDRA JULIETA PÉREZ RAMOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,42183442,42183442,42183442,COBAN | CENTRO EDUCATIVO BETANIA | SAN BENITO I
16-01-1001-46,16-031,ALTA VERAPAZ,COBAN,LICEO DR. RICARDO BRESSANI,1A. AVENIDA 5-56 ZONA 2,79521633,PATRICIO NAJARRO ASENCIO,BELSY CLARIBEL SANTISTEBAN ARCHILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,VIRTUAL A DISTANCIA,ALTA VERAPAZ,79521633,79521633,79521633,COBAN | LICEO DR. RICARDO BRESSANI | 1A. AVENIDA 5-56 ZONA 2
16-01-1002-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO CRISTIANO ELIM,"DIAGONAL 3, 11-04, ZONA 2",44779923,PATRICIO NAJARRO ASENCIO,SELVIN DARIO ROSALES AGUIRRE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,44779923,44779923,44779923,"COBAN | COLEGIO CRISTIANO ELIM | DIAGONAL 3, 11-04, ZONA 2"
16-01-1005-46,16-031,ALTA VERAPAZ,COBAN,LICEO CHAABIL BE,8A. AVENIDA 4-39 ZONA 4,56969292,PATRICIO NAJARRO ASENCIO,ALLAN NOEL MACZ CHIQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,ALTA VERAPAZ,56969292,56969292,56969292,COBAN | LICEO CHAABIL BE | 8A. AVENIDA 4-39 ZONA 4
16-01-1008-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO HISPANOAMERICANO,9A. AVENIDA 2-22 ZONA 1,77738763,PATRICIO NAJARRO ASENCIO,OCTAVIO ISMAEL BATZ CHOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,77738763,77738763,77738763,COBAN | COLEGIO HISPANOAMERICANO | 9A. AVENIDA 2-22 ZONA 1
16-01-1009-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO BILINGÜE BET-LUZ,7A. CALLE 11-233 ZONA 6,45379823,PATRICIO NAJARRO ASENCIO,CELESTE LETICIA YAT MACZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,45379823,45379823,45379823,COBAN | COLEGIO BILINGÜE BET-LUZ | 7A. CALLE 11-233 ZONA 6
16-01-1174-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN,5A. CALLE 1-06 ZONA 3,79510413,PATRICIO NAJARRO ASENCIO,SILVIA BEATRIZ SOTO CHÉN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79510413,79510413,79510413,COBAN | INSTITUTO PRIVADO RAUL CHENAL HEINEMANN | 5A. CALLE 1-06 ZONA 3
16-01-1175-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN,5TA. CALLE 1-06 ZONA 3,79520414,PATRICIO NAJARRO ASENCIO,SILVIA BEATRIZ SOTO CHÉN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79520414,79520414,79520414,COBAN | INSTITUTO PRIVADO RAUL CHENAL HEINEMANN | 5TA. CALLE 1-06 ZONA 3
16-01-1394-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO MIXTO MONJA BLANCA,"DIAGONAL 3, 14-11 ZONA 2",79513896,PATRICIO NAJARRO ASENCIO,EDWIN ARMANDO CATÚN CAAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79513896,79513896,79513896,"COBAN | INSTITUTO PRIVADO MIXTO MONJA BLANCA | DIAGONAL 3, 14-11 ZONA 2"
16-01-1469-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,2A. CALLE 12-23 ZONA 4,79511459,PATRICIO NAJARRO ASENCIO,DANIEL BERNARDO RAMIREZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79511459,79511459,79511459,COBAN | COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA | 2A. CALLE 12-23 ZONA 4
16-01-2156-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO IMPERIAL,5A. CALLE 1-98 ZONA 3,57101061,PATRICIO NAJARRO ASENCIO,FAREWELL LUTHER OSORIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,57101061,57101061,57101061,COBAN | COLEGIO PARTICULAR MIXTO IMPERIAL | 5A. CALLE 1-98 ZONA 3
16-01-3041-46,16-005,ALTA VERAPAZ,COBAN,INSTITUTO DE BACHILLERATO ADS. AL INSTITUTO NORMAL MIXTO DEL NORTE EMILIO ROSALES PONCE,3AVENIDA 6-23 ZONA 11,79521468,NORA LILIANA FIGUEROA HERNÁNDEZ,VICTOR HUGO DOMÍNGUEZ REYES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79521468,79521468,79521468,COBAN | INSTITUTO DE BACHILLERATO ADS. AL INSTITUTO NORMAL MIXTO DEL NORTE EMILIO ROSALES PONCE | 3AVENIDA 6-23 ZONA 11
16-01-6190-46,16-031,ALTA VERAPAZ,COBAN,LICEO MIGUEL ANGEL ASTURIAS,7A. CALLE 1-13 ZONA 3,79511103,PATRICIO NAJARRO ASENCIO,JAYRON ARIEL COY CACAO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79511103,79511103,79511103,COBAN | LICEO MIGUEL ANGEL ASTURIAS | 7A. CALLE 1-13 ZONA 3
16-01-6191-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLÓGICO EN INFORMATICA,2A. CALLE 12-23 ZONA 4,79511459,PATRICIO NAJARRO ASENCIO,JORGE SALVADOR JUÁREZ SIERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,79511459,79511459,79511459,COBAN | COLEGIO PRIVADO MIXTO TECNOLÓGICO EN INFORMATICA | 2A. CALLE 12-23 ZONA 4
16-01-8294-46,16-031,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,3A. AVENIDA 8-32 BARRIO LA LIBERTAD ZONA 10,49745753,PATRICIO NAJARRO ASENCIO,OSCAR ALFREDO MOLINA CÚ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,49745753,49745753,49745753,COBAN | LICEO PREUNIVERSITARIO DEL NORTE | 3A. AVENIDA 8-32 BARRIO LA LIBERTAD ZONA 10
16-01-8331-46,16-031,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,3A. AVENIDA 8-32 BARRIO LA LIBERTAD ZONA 10,49745753,PATRICIO NAJARRO ASENCIO,ZOILA IMENA LÓPEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,49745753,49745753,49745753,COBAN | LICEO PREUNIVERSITARIO DEL NORTE | 3A. AVENIDA 8-32 BARRIO LA LIBERTAD ZONA 10
16-01-8335-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO DE INFORMATICA CENINFAV,12 AV. 2-12 ZONA 1,79545566,PATRICIO NAJARRO ASENCIO,MARIA MAGDALENA BOL CU,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,79545566,79545566,79545566,COBAN | COLEGIO DE INFORMATICA CENINFAV | 12 AV. 2-12 ZONA 1
16-01-9067-46,16-005,ALTA VERAPAZ,COBAN,ESCUELA NORMAL DE EDUCACION FISICA,CALZADA RABIN AJAU ZONA 11,79523686,NORA LILIANA FIGUEROA HERNÁNDEZ,BERTA MARIA MENDEZ RODRIGUEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,79523686,79523686,79523686,COBAN | ESCUELA NORMAL DE EDUCACION FISICA | CALZADA RABIN AJAU ZONA 11
16-01-9095-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,2A. CALLE 12-23 ZONA 4,79511459,PATRICIO NAJARRO ASENCIO,DANIEL BERNARDO RAMIREZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79511459,79511459,79511459,COBAN | COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA | 2A. CALLE 12-23 ZONA 4
16-01-9102-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO MIXTO EVANGELICO NAZARENO,6A. CALLE 8-10 ZONA 10 CERRITO EL CARACOL COBÁN,79511866,PATRICIO NAJARRO ASENCIO,ANA MARIA YAT COY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,79511866,79511866,79511866,COBAN | COLEGIO MIXTO EVANGELICO NAZARENO | 6A. CALLE 8-10 ZONA 10 CERRITO EL CARACOL COBÁN
16-01-9544-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO BILINGUE DE INFANTES,3A. CALLE 7-07 ZONA 3,33836377,PATRICIO NAJARRO ASENCIO,NANCY JOHANA HENGSTENBERG DELGADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,33836377,33836377,33836377,COBAN | COLEGIO BILINGUE DE INFANTES | 3A. CALLE 7-07 ZONA 3
16-01-9851-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO DE INFORMATICA CENINFAV,12AV. 2-12 ZONA 1,79521765,PATRICIO NAJARRO ASENCIO,HÉCTOR VIDAL BOL CÚ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79521765,79521765,79521765,COBAN | COLEGIO DE INFORMATICA CENINFAV | 12AV. 2-12 ZONA 1
16-01-9897-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO VERAPAZ,KM.209.5 ENTRADA A COBAN,77367402,PATRICIO NAJARRO ASENCIO,JORGE EDY GUTIERREZ PONCE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,77367402,77367402,77367402,COBAN | COLEGIO PARTICULAR MIXTO VERAPAZ | KM.209.5 ENTRADA A COBAN
16-01-9958-46,16-031,ALTA VERAPAZ,COBAN,LICEO DR. RICARDO BRESSANI,1A. AVENIDA 5-52 ZONA 2,79521920,PATRICIO NAJARRO ASENCIO,BELSY CLARIBEL SANTISTEBAN ARCHILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,79521920,79521920,79521920,COBAN | LICEO DR. RICARDO BRESSANI | 1A. AVENIDA 5-52 ZONA 2
16-02-0013-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SANTA ELENA,57767683,JORGE EDUARDO PAQUE LÁZARO,ERIK ROBERTO CÚ POP,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,57767683,57767683,57767683,SANTA CRUZ VERAPAZ | INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA | BARRIO SANTA ELENA
16-02-0020-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,LICEO SANTA CRUZ,"CALLE 3 DE MAYO 2-67 ZONA 2, BARRIO SANTO TOMAS",50161328,JORGE EDUARDO PAQUE LÁZARO,AUGUSTO ALEXANDER RAX RODRÍGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,50161328,50161328,50161328,"SANTA CRUZ VERAPAZ | LICEO SANTA CRUZ | CALLE 3 DE MAYO 2-67 ZONA 2, BARRIO SANTO TOMAS"
16-02-0055-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,LICEO SANTA CRUZ,"CALLE 3 DE MAYO 2-67, BARRIO SANTO TOMAS",42035694,JORGE EDUARDO PAQUE LÁZARO,AUGUSTO ALEXANDER RAX RODRÍGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,42035694,42035694,42035694,"SANTA CRUZ VERAPAZ | LICEO SANTA CRUZ | CALLE 3 DE MAYO 2-67, BARRIO SANTO TOMAS"
16-03-0036-46,16-053,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO CHIYUC,,LEONARDO OXOM CHEN,EDY ROLANDO JOM COY,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,,,,SAN CRISTOBAL VERAPAZ | INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA | BARRIO CHIYUC
16-03-0047-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO SAN CRISTOBAL,"5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA, SAN CRISTÓBAL VERAPAZ",79504134,EMIILIO RUBÉN CAÁL GUALIB,OTTO ERIK MORÁN CHIQUÍN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79504134,79504134,79504134,"SAN CRISTOBAL VERAPAZ | LICEO SAN CRISTOBAL | 5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA, SAN CRISTÓBAL VERAPAZ"
16-03-0056-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,"2A. CALLE ZONA 4, BARRIO SAN FELIPE",79504929,EMIILIO RUBÉN CAÁL GUALIB,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79504929,79504929,79504929,"SAN CRISTOBAL VERAPAZ | INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES | 2A. CALLE ZONA 4, BARRIO SAN FELIPE"
16-03-0077-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS,3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN,32386711,EMIILIO RUBÉN CAÁL GUALIB,MASSENA OSWALDO SAGASTUME PORTOCARRERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,32386711,32386711,32386711,SAN CRISTOBAL VERAPAZ | COLEGIO MIXTO CIENCIAS TECNOLÓGICAS | 3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN
16-03-0087-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CON ORIENTACION EN ARTES Y OFICIOS,CASERÍO PANTOCAN,55288589,EMIILIO RUBÉN CAÁL GUALIB,JOEL DAVID LEM SURÁM,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,55288589,55288589,55288589,SAN CRISTOBAL VERAPAZ | INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CON ORIENTACION EN ARTES Y OFICIOS | CASERÍO PANTOCAN
16-03-0092-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,"4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",31479184,EMIILIO RUBÉN CAÁL GUALIB,JUAN GABRIEL CAL SURÁM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,31479184,31479184,31479184,"SAN CRISTOBAL VERAPAZ | LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA | 4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE"
16-03-0093-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,"2A. CALLE 4-45 ZONA 4, BARRIO SAN FELIPE",79504929,EMIILIO RUBÉN CAÁL GUALIB,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79504929,79504929,79504929,"SAN CRISTOBAL VERAPAZ | INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES | 2A. CALLE 4-45 ZONA 4, BARRIO SAN FELIPE"
16-03-0095-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO LA PUPILA DEL CIELO,"4A. CALLE A 2-17, ENCLAVADO ZONA 2, COLONIA PANÁ",33801345,EMIILIO RUBÉN CAÁL GUALIB,MARIO RENE CAL SUN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,33801345,33801345,33801345,"SAN CRISTOBAL VERAPAZ | COLEGIO MIXTO LA PUPILA DEL CIELO | 4A. CALLE A 2-17, ENCLAVADO ZONA 2, COLONIA PANÁ"
16-03-0097-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS,3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN,77923223,EMIILIO RUBÉN CAÁL GUALIB,MASSENA OSWALDO SAGASTUME PORTOCARRERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,77923223,77923223,77923223,SAN CRISTOBAL VERAPAZ | COLEGIO MIXTO CIENCIAS TECNOLÓGICAS | 3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN
16-03-0104-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,"4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",79504090,EMIILIO RUBÉN CAÁL GUALIB,DELMY DAMARIZ CHOC LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,79504090,79504090,79504090,"SAN CRISTOBAL VERAPAZ | LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA | 4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE"
16-03-0105-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,"4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",31479184,EMIILIO RUBÉN CAÁL GUALIB,JUAN GABRIEL CAL SURÁM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,31479184,31479184,31479184,"SAN CRISTOBAL VERAPAZ | LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA | 4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE"
16-03-0106-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,"4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",79504090,EMIILIO RUBÉN CAÁL GUALIB,JUAN GABRIEL CAL SURÁM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,79504090,79504090,79504090,"SAN CRISTOBAL VERAPAZ | LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA | 4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE"
16-03-0110-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,"2A. CALLE, 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN",79504337,EMIILIO RUBÉN CAÁL GUALIB,MARIA ANGELICA GOMEZ CHAVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,79504337,79504337,79504337,"SAN CRISTOBAL VERAPAZ | LICEO GALILEO GALILEI | 2A. CALLE, 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN"
16-03-0139-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO TECNOLÓGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,"2A. CALLE 4-45 ZONA 4, BARRIO SAN FELIPE",79504929,EMIILIO RUBÉN CAÁL GUALIB,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,79504929,79504929,79504929,"SAN CRISTOBAL VERAPAZ | INSTITUTO TECNOLÓGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES | 2A. CALLE 4-45 ZONA 4, BARRIO SAN FELIPE"
16-03-0158-46,16-050,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,COLONIA PANTOCÁN,46280307,MAXIMILIANO CHUB ICAL,SARA FLORIDALMA CÚ TIUL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ,46280307,46280307,46280307,SAN CRISTOBAL VERAPAZ | CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- | COLONIA PANTOCÁN
16-03-0243-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,"3A. CALLE 0-43 ZONA 3, BARRIO SAN SEBASTIAN",41705134,EMIILIO RUBÉN CAÁL GUALIB,MASSENA OSWALDO SAGASTUME PORTOCARRERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,41705134,41705134,41705134,"SAN CRISTOBAL VERAPAZ | COLEGIO MIXTO CIENCIAS TECNOLOGICAS | 3A. CALLE 0-43 ZONA 3, BARRIO SAN SEBASTIAN"
